City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Max Temp (C)
301,sisimiut,66.9395,-53.6735,280.85,90,100,4.42,GL,1691717368,7.7000000000000455
302,kapuskasing,49.4169,-82.4331,289.2,88,75,3.6,CA,1691717243,16.05000000000001
303,hinton,53.4001,-117.5857,293.26,38,50,5.14,CA,1691717145,20.110000000000014
304,karyes,37.3,22.5,291.59,89,0,1.33,GR,1691717369,18.439999999999998
305,shumikha,55.2261,63.2961,286.95,69,97,3.96,RU,1691717369,13.800000000000011
306,tapa,59.2606,25.9586,283.55,94,41,2.42,EE,1691717369,10.400000000000034
307,suntar,62.1444,117.6319,297.45,55,89,3.67,RU,1691717369,24.30000000000001
308,ambon,-3.6954,128.1814,300.23,78,40,3.09,ID,1691717370,27.08000000000004
309,sur,22.5667,59.5289,302.46,63,100,3.59,OM,1691717370,29.310000000000002
310,kargasok,59.0556,80.8572,285.47,97,100,4.61,RU,1691717370,12.32000000000005
311,udupi,13.35,74.75,298.73,92,98,1.63,IN,1691717087,25.58000000000004
312,ramanayyapeta,16.9452,82.2385,301.38,70,100,2.18,IN,1691717370,28.230000000000018
313,santa ana,33.7456,-117.8678,302.08,74,40,4.63,US,1691717370,28.930000000000007
314,ed damer,17.5928,33.9592,299.34,68,100,14.2,SD,1691717370,26.189999999999998
315,ivatsevichy,52.709,25.3401,287.91,85,100,0.97,BY,1691717371,14.760000000000048
316,san julian,21.0167,-102.1667,293.66,60,99,3.21,MX,1691717154,20.510000000000048
317,lalago,-3.45,33.95,295.04,49,99,4.48,TZ,1691717371,21.890000000000043
318,labuan,5.2767,115.2417,302.35,79,20,1.54,MY,1691717371,29.200000000000045
319,bloemfontein,-29.1211,26.214,279.86,65,10,1.03,ZA,1691717371,6.710000000000036
320,tucurui,-3.7661,-49.6725,297.79,75,2,1.54,BR,1691717371,24.640000000000043
321,okha,53.5739,142.9478,288.68,77,6,6.09,RU,1691717372,15.53000000000003
322,mangrol,21.1167,70.1167,299.83,82,100,6.66,IN,1691717372,26.680000000000007
323,fort mcmurray,56.7268,-111.381,286.92,100,100,3.6,CA,1691717372,13.770000000000039
324,thinadhoo,0.5333,72.9333,301.06,76,100,5.22,MV,1691717372,27.910000000000025
325,puerto san jose,13.9256,-90.8244,301.54,80,100,3.56,GT,1691717372,28.390000000000043
326,altai,46.3722,96.2583,290.06,47,0,1.51,MN,1691717372,16.910000000000025
327,weno,7.4515,151.8468,303.12,70,100,2.57,FM,1691717373,29.970000000000027
328,chimoio,-19.1164,33.4833,285.82,94,7,1.57,MZ,1691717373,12.670000000000016
329,zhoushan,30.0108,122.2047,302.28,75,88,0.42,CN,1691717373,29.129999999999995
330,khash,28.2211,61.2158,297.27,21,0,1.32,IR,1691717373,24.120000000000005
331,lucapa,-8.4192,20.7447,292.86,36,99,1.91,AO,1691717373,19.710000000000036
332,carroll,39.5501,-77.0164,296.45,83,0,1.34,US,1691717373,23.30000000000001
333,barra,-11.0894,-43.1417,296.81,47,42,3.31,BR,1691717374,23.660000000000025
334,murun-kuren,49.6342,100.1625,289.65,71,2,0.9,MN,1691717374,16.5
335,san patricio,28.017,-97.5169,305.47,63,0,7.51,US,1691717181,32.32000000000005
336,colares,38.7992,-9.4469,295.24,75,0,8.05,PT,1691717374,22.090000000000032
337,ghadamis,30.1337,9.5007,299.23,31,0,5.01,LY,1691717173,26.08000000000004
338,hammerfest,70.6634,23.6821,290.4,67,20,5.66,NO,1691717374,17.25
339,mishelevka,52.8575,103.1719,292.13,71,3,0.7,RU,1691717375,18.980000000000018
340,tyazhinskiy,56.116,88.524,289.0,83,100,1.15,RU,1691717375,15.850000000000023
341,baud,20.8333,84.3167,299.41,82,100,1.59,IN,1691717375,26.260000000000048
342,puerto colombia,10.9878,-74.9547,301.2,84,62,6.46,CO,1691717375,28.05000000000001
343,teguise,29.0605,-13.564,300.27,51,0,9.77,ES,1691717375,27.120000000000005
344,amga,60.8953,131.9608,295.73,63,16,2.28,RU,1691717375,22.58000000000004
345,port saint john's,-31.6229,29.5448,289.49,85,0,3.84,ZA,1691717376,16.340000000000032
346,guankou,28.15,113.6333,305.04,73,0,0.93,CN,1691717376,31.890000000000043
347,sulak,43.2734,47.5146,299.95,79,0,8.8,RU,1691717376,26.80000000000001
348,rio grande,-32.035,-52.0986,290.34,98,58,4.7,BR,1691717376,17.189999999999998
349,sao vicente,-23.9631,-46.3919,298.25,26,25,0.61,BR,1691717170,25.100000000000023
350,tofol,5.3248,163.0078,302.03,79,75,1.54,FM,1691717376,28.879999999999995
351,antsiranana,-12.2787,49.2917,294.49,83,1,4.51,MG,1691717376,21.340000000000032
352,usogorsk,63.4106,48.6872,288.52,80,0,1.93,RU,1691717377,15.370000000000005
353,oodweyne,9.4092,45.064,295.75,55,92,6.58,SO,1691717377,22.600000000000023
354,kodinsk,58.6881,99.1844,291.89,65,94,1.39,RU,1691717377,18.74000000000001
355,vilyuysk,63.7553,121.6247,294.19,55,99,4.4,RU,1691717377,21.04000000000002
356,pacific grove,36.6177,-121.9166,297.17,86,75,4.12,US,1691717377,24.02000000000004
357,page,36.9147,-111.4558,297.1,57,0,3.09,US,1691717378,23.950000000000045
358,norilsk,69.3535,88.2027,281.72,63,100,7.46,RU,1691717378,8.57000000000005
359,horodnya,51.8909,31.5974,288.4,81,100,3.04,UA,1691717378,15.25
360,beyneu,45.3167,55.2,300.14,33,0,4.01,KZ,1691717378,26.99000000000001
361,kingaroy,-26.5333,151.8333,294.58,34,0,3.57,AU,1691717378,21.430000000000007
362,taphan hin,16.2209,100.4198,302.02,99,100,0.79,TH,1691717378,28.870000000000005
363,khandyga,62.6667,135.6,297.4,36,1,1.94,RU,1691717342,24.25
364,onega,63.9061,38.1404,288.76,96,35,0.53,RU,1691717379,15.610000000000014
365,luderitz,-26.6481,15.1594,290.5,64,21,2.05,NA,1691717379,17.350000000000023
366,san rafael,-34.6177,-68.3301,285.61,35,38,2.1,AR,1691717379,12.460000000000036
367,fort bragg,35.139,-79.006,301.23,81,0,1.54,US,1691717152,28.08000000000004
368,vorkuta,67.5,64.0,278.28,94,71,4.8,RU,1691717379,5.1299999999999955
369,harper,4.375,-7.7169,297.21,84,100,3.98,LR,1691717379,24.060000000000002
370,weyburn,49.6668,-103.8511,295.27,46,49,6.69,CA,1691717285,22.120000000000005
371,swellendam,-34.0226,20.4417,290.81,33,0,3.35,ZA,1691717380,17.660000000000025
372,afaahiti,-17.75,-149.2833,299.08,69,100,8.17,PF,1691717380,25.930000000000007
373,craig,40.5153,-107.5464,300.12,19,0,7.2,US,1691717380,26.970000000000027
374,el granada,37.5027,-122.4694,301.99,84,100,6.69,US,1691717380,28.840000000000032
375,miranda,3.2499,-76.2281,297.22,87,46,2.36,CO,1691717380,24.07000000000005
376,walvis bay,-22.9575,14.5053,286.68,94,65,2.57,NA,1691717381,13.53000000000003
377,moroto,2.5345,34.6666,292.06,73,6,1.25,UG,1691717381,18.910000000000025
378,sinan,34.8262,126.1086,302.21,83,5,4.84,KR,1691717381,29.060000000000002
379,tamanrasset,22.785,5.5228,298.1,11,0,2.57,DZ,1691717381,24.950000000000045
380,avarua,-21.2078,-159.775,297.18,88,75,5.66,CK,1691717092,24.03000000000003
381,chinde,26.8418,88.0763,292.2,98,100,0.35,NP,1691717382,19.05000000000001
382,sanchi,23.4833,77.7333,296.77,88,18,2.57,IN,1691717382,23.620000000000005
383,colchani,-20.3,-66.9333,279.18,16,0,3.35,BO,1691717382,6.03000000000003
384,uturoa,-16.7333,-151.4333,298.14,70,100,8.29,PF,1691717382,24.99000000000001
385,itamaraca,-7.7478,-34.8256,297.18,85,41,4.1,BR,1691717383,24.03000000000003
386,saacow,1.6279,42.4407,295.59,85,100,4.21,SO,1691717383,22.439999999999998
387,port-gentil,-0.7193,8.7815,296.66,89,39,4.61,GA,1691717383,23.510000000000048
388,nouadhibou,20.931,-17.0347,295.14,83,40,3.09,MR,1691717383,21.99000000000001
389,muskegon,43.3,-86.1334,294.36,77,40,2.06,US,1691717383,21.210000000000036
390,khuzdar,27.7384,66.6434,300.03,51,7,1.75,PK,1691717384,26.879999999999995
391,camayenne,9.535,-13.6878,299.2,94,100,6.17,GN,1691717384,26.05000000000001
392,colonia,50.9333,6.95,290.83,82,0,1.54,DE,1691717117,17.680000000000007
393,butembo,0.15,29.2833,287.18,97,42,0.69,CD,1691717384,14.03000000000003
394,bozeman,45.6796,-111.0386,299.83,31,0,4.12,US,1691717099,26.680000000000007
395,fortuna,40.5982,-124.1573,292.4,80,0,4.63,US,1691717120,19.25
396,corner brook,48.9667,-57.9484,286.24,99,100,1.47,CA,1691717296,13.090000000000032
397,nasiriyah,31.0521,46.261,310.78,12,0,2.77,IQ,1691717385,37.629999999999995
398,mersa matruh,31.3525,27.2453,299.26,65,0,2.57,EG,1691717385,26.110000000000014
399,vila velha,-20.3297,-40.2925,295.12,88,75,2.06,BR,1691717097,21.970000000000027
400,westport,41.1415,-73.3579,295.23,89,75,0.45,US,1691717129,22.08000000000004
401,tasqala,51.1167,50.3167,294.73,40,99,3.42,KZ,1691717385,21.58000000000004
402,saint-philippe,-21.3585,55.7679,291.92,78,1,2.1,RE,1691717386,18.77000000000004
403,khorixas,-20.3667,14.9667,288.11,53,3,0.46,NA,1691717386,14.960000000000036
404,iwanai,42.9744,140.5089,303.12,60,6,1.96,JP,1691717386,29.970000000000027
405,morahalom,46.2181,19.8851,287.84,63,0,3.55,HU,1691717386,14.689999999999998
406,kenora,49.8167,-94.4337,289.69,72,75,3.09,CA,1691717206,16.54000000000002
407,zhuanghe,39.7008,122.9911,298.46,75,39,3.77,CN,1691717387,25.310000000000002
408,gordon,34.5004,-84.8666,300.09,86,12,0.0,US,1691717387,26.939999999999998
409,cepu,-7.1475,111.5906,298.56,62,22,3.28,ID,1691717387,25.410000000000025
410,kasempa,-13.4584,25.8338,285.65,51,0,2.53,ZM,1691717387,12.5
411,hilo,19.7297,-155.09,307.19,77,0,4.63,US,1691717344,34.04000000000002
412,port douglas,-16.4833,145.4667,296.63,61,96,7.53,AU,1691717388,23.480000000000018
413,zhangye,38.9342,100.4517,297.54,48,1,2.92,CN,1691717388,24.390000000000043
414,la cruz,23.9167,-106.9,302.83,74,56,1.34,MX,1691717388,29.680000000000007
415,shagonar,51.5333,92.8,291.01,60,68,0.57,RU,1691717388,17.860000000000014
416,ke-macina,13.9623,-5.3572,298.39,79,93,2.2,ML,1691717388,25.24000000000001
417,tsiombe,-25.3,45.4833,290.38,56,60,4.15,MG,1691717389,17.230000000000018
418,phan rang-thap cham,11.5667,108.9833,304.12,58,5,2.01,VN,1691717210,30.970000000000027
419,guerrero negro,27.9769,-114.0611,297.03,74,0,8.09,MX,1691717389,23.879999999999995
420,saint-pierre,-21.3393,55.4781,292.35,68,0,3.6,RE,1691717346,19.200000000000045
421,itoman,26.1247,127.6694,304.36,87,75,4.12,JP,1691717389,31.210000000000036
422,murashi,59.3999,48.9615,288.79,88,4,1.37,RU,1691717389,15.640000000000043
423,magistral'nyy,56.1725,107.4458,288.71,95,100,0.93,RU,1691717389,15.560000000000002
424,swanage,50.6092,-1.9626,292.04,93,100,5.36,GB,1691717390,18.890000000000043
425,yuli,9.6989,10.2744,295.35,95,100,0.67,NG,1691717390,22.200000000000045
426,magdagachi,53.45,125.8,296.77,54,16,2.92,RU,1691717390,23.620000000000005
427,callao,-12.0667,-77.15,294.31,73,100,4.63,PE,1691717314,21.160000000000025
428,santa cruz del sur,20.7147,-77.9956,301.8,75,40,4.2,CU,1691717390,28.650000000000034
429,porto novo,6.4965,2.6036,299.05,87,100,2.81,BJ,1691717390,25.900000000000034
430,higashine,38.4389,140.4006,303.02,66,75,1.03,JP,1691717391,29.870000000000005
431,kayar,14.9192,-17.1211,301.26,74,89,4.5,SN,1691717391,28.110000000000014
432,tikrit,34.6071,43.6782,308.8,19,1,6.68,IQ,1691717391,35.650000000000034
433,xai-xai,-25.0519,33.6442,288.94,72,0,1.72,MZ,1691717391,15.79000000000002
434,masterton,-40.9597,175.6575,284.2,69,34,4.16,NZ,1691717391,11.050000000000011
435,parsabad,39.6482,47.9174,297.33,88,0,2.06,IR,1691717391,24.180000000000007
436,kavaratti,10.5669,72.642,300.87,76,100,7.32,IN,1691717392,27.720000000000027
437,crane,31.3974,-102.3501,312.46,15,33,3.06,US,1691717392,39.31
438,nuuk,64.1835,-51.7216,281.49,87,75,6.69,GL,1691717392,8.340000000000032
439,tongchuanshi,35.0806,109.0897,296.81,84,100,0.93,CN,1691717392,23.660000000000025
440,thunder bay,48.4001,-89.3168,291.14,67,75,2.57,CA,1691717271,17.99000000000001
441,longboat key,27.4125,-82.659,305.37,72,20,0.89,US,1691717378,32.22000000000003
442,vryburg,-26.9566,24.7284,282.86,52,72,3.76,ZA,1691717392,9.710000000000036
443,sinabang,2.4803,96.3801,299.79,80,83,0.82,ID,1691717393,26.640000000000043
444,kerikeri,-35.2268,173.9474,289.21,64,5,2.24,NZ,1691717393,16.060000000000002
445,sabha,27.0377,14.4283,299.36,31,0,4.81,LY,1691717393,26.210000000000036
446,kilimatinde,-5.85,34.95,289.76,63,11,0.83,TZ,1691717393,16.610000000000014
447,paoua,7.2427,16.4406,293.63,98,100,1.04,CF,1691717393,20.480000000000018
448,naracoorte,-36.9579,140.7383,285.88,69,100,5.08,AU,1691717394,12.730000000000018
449,archangelos,36.2149,28.1149,298.14,83,0,4.11,GR,1691717394,24.99000000000001
450,orosei,40.3798,9.6929,296.03,68,9,1.4,IT,1691717394,22.879999999999995
451,sao joao da barra,-21.6403,-41.0511,295.65,85,0,8.51,BR,1691717394,22.5
452,belyy yar,53.6039,91.3903,291.09,82,0,0.0,RU,1691717394,17.939999999999998
453,popondetta,-8.7537,148.2534,300.11,57,92,2.01,PG,1691717395,26.960000000000036
454,malanje,-9.5402,16.341,291.66,59,87,1.22,AO,1691717395,18.510000000000048
455,la sarre,48.8002,-79.1996,286.36,90,22,2.93,CA,1691717172,13.210000000000036
456,rendon,32.5762,-97.2414,312.08,34,0,4.12,US,1691717395,38.93000000000001
457,tual,-5.6667,132.75,298.85,81,41,8.86,ID,1691717395,25.700000000000045
458,ghat,24.9647,10.1728,301.06,21,0,1.96,LY,1691717395,27.910000000000025
459,morondava,-20.2833,44.2833,294.0,65,0,5.06,MG,1691717395,20.850000000000023
460,cidreira,-30.1811,-50.2056,290.84,96,98,7.07,BR,1691717149,17.689999999999998
461,san andres,12.5847,-81.7006,302.16,84,20,3.6,CO,1691717396,29.010000000000048
462,altamont,42.2068,-121.7372,302.81,32,0,6.69,US,1691717396,29.660000000000025
463,mangai,-4.05,19.5333,296.66,74,81,0.6,CD,1691717396,23.510000000000048
464,sydney mines,46.2367,-60.2177,291.15,87,75,6.17,CA,1691717396,18.0
465,tura,25.5198,90.2201,297.25,98,100,2.58,IN,1691717396,24.100000000000023
466,jining,35.405,116.5814,301.6,73,24,2.73,CN,1691717396,28.450000000000045
467,coahuayana de hidalgo,18.7,-103.6583,302.44,74,90,1.84,MX,1691717397,29.29000000000002
468,karratha,-20.7377,116.8463,296.95,41,2,3.29,AU,1691717397,23.80000000000001
469,howard springs,-12.497,131.047,301.94,38,10,4.87,AU,1691717397,28.79000000000002
470,ha'il,27.5219,41.6907,301.16,18,0,1.03,SA,1691717397,28.010000000000048
471,ulladulla,-35.35,150.4667,289.09,39,0,1.29,AU,1691717397,15.939999999999998
472,campo gallo,-26.5833,-62.85,296.2,46,0,0.78,AR,1691717398,23.05000000000001
473,sant'antioco,39.0664,8.4522,295.66,73,10,1.44,IT,1691717398,22.510000000000048
474,bei'an,24.5399,109.533,301.69,80,6,1.05,CN,1691717398,28.54000000000002
475,perugorria,-29.3413,-58.6106,292.95,89,0,2.77,AR,1691717398,19.80000000000001
476,mount gambier,-37.8333,140.7667,285.7,80,100,3.73,AU,1691717255,12.550000000000011
477,sao felix do xingu,-6.6447,-51.995,300.9,48,100,0.25,BR,1691717398,27.75
478,mejit,10.2753,170.8646,301.13,78,40,5.73,MH,1691717399,27.980000000000018
479,auki,-8.7676,160.7034,298.35,89,100,4.22,SB,1691717399,25.200000000000045
480,mournies,35.4764,24.0092,296.39,83,20,0.0,GR,1691717399,23.24000000000001
481,akankpa,5.1264,8.1898,295.78,96,100,0.75,NG,1691717399,22.629999999999995
482,bainbridge,47.6262,-122.5212,297.75,60,40,2.57,US,1691717283,24.600000000000023
483,mitu,1.1983,-70.1733,295.71,99,100,0.55,CO,1691717399,22.560000000000002
484,rio gallegos,-51.6226,-69.2181,275.18,87,0,6.17,AR,1691717400,2.0300000000000296
485,dauphin,51.1494,-100.0502,287.23,94,100,3.6,CA,1691717401,14.080000000000041
486,arteche,12.2645,125.4048,305.2,61,82,2.02,PH,1691717401,32.05000000000001
487,skeldon,5.8833,-57.1333,298.35,87,29,2.61,GY,1691717402,25.200000000000045
488,california,38.3004,-76.5074,297.97,91,0,4.12,US,1691717287,24.82000000000005
489,baicheng,45.6167,122.8167,296.81,78,59,6.02,CN,1691717404,23.660000000000025
490,qui nhon,13.7667,109.2333,305.94,57,15,4.07,VN,1691717404,32.79000000000002
491,maridi,4.9158,29.4742,291.82,98,74,1.66,SS,1691717123,18.670000000000016
492,toamasina,-18.1667,49.3833,292.15,100,75,2.06,MG,1691717405,19.0
493,khombole,14.7667,-16.7,299.6,75,99,3.43,SN,1691717405,26.450000000000045
494,post,33.1909,-101.3782,306.92,24,0,2.73,US,1691717406,33.77000000000004
495,dakhla,23.6848,-15.958,295.05,82,79,6.35,EH,1691717361,21.900000000000034
496,capao da canoa,-29.7456,-50.0097,290.91,95,97,4.43,BR,1691717341,17.760000000000048
497,lubango,-14.9172,13.4925,286.07,58,0,2.57,AO,1691717407,12.920000000000016
498,long beach,33.767,-118.1892,301.1,80,100,4.63,US,1691717407,27.950000000000045
499,derzhavinsk,51.1,66.3167,289.37,60,100,7.13,KZ,1691717407,16.220000000000027
500,grand island,40.925,-98.342,301.12,57,0,3.09,US,1691717408,27.970000000000027
501,hailar,49.2,119.7,295.68,63,29,3.9,CN,1691717408,22.53000000000003
502,amqui,48.4638,-67.4313,285.46,94,61,1.08,CA,1691717409,12.310000000000002
503,cleburne,32.3476,-97.3867,312.06,35,0,5.14,US,1691717409,38.910000000000025
504,albertina,-22.2008,-46.6158,290.56,63,0,2.85,BR,1691717409,17.410000000000025
505,fort stockton,30.894,-102.8793,311.18,21,75,4.12,US,1691717409,38.03000000000003
506,kruisfontein,-34.0033,24.7314,291.42,33,0,5.86,ZA,1691717410,18.27000000000004
507,port shepstone,-30.7414,30.455,289.26,87,4,6.4,ZA,1691717410,16.110000000000014
508,al mindak,20.1588,41.2834,297.93,22,63,2.8,SA,1691717410,24.78000000000003
509,louga,58.7372,29.8453,287.53,83,100,1.61,RU,1691717410,14.379999999999995
510,ifanadiana,-21.3,47.6333,289.03,99,100,1.01,MG,1691717411,15.879999999999995
511,mountain home,43.133,-115.6912,303.86,25,0,5.66,US,1691717135,30.710000000000036
512,turpan,42.9333,89.1667,310.3,17,0,2.97,CN,1691717411,37.150000000000034
513,konarka,19.9,86.1167,302.37,67,100,3.57,IN,1691717411,29.220000000000027
514,guaruja,-23.9931,-46.2564,294.76,26,30,1.63,BR,1691717411,21.610000000000014
515,gorontalo,0.5412,123.0595,303.68,59,95,4.35,ID,1691717412,30.53000000000003
516,talcahuano,-36.7167,-73.1167,282.97,81,0,1.03,CL,1691717294,9.82000000000005
517,tanabe,33.7333,135.3667,302.71,74,75,6.17,JP,1691717412,29.560000000000002
518,benguela,-12.5763,13.4055,292.32,86,4,1.77,AO,1691717412,19.170000000000016
519,pathein,16.7833,94.7333,301.36,78,100,4.32,MM,1691717413,28.210000000000036
520,nieuw amsterdam,5.8833,-55.0833,300.38,84,52,3.53,SR,1691717413,27.230000000000018
521,papao,-17.75,-149.55,299.97,70,100,9.05,PF,1691717414,26.82000000000005
522,mabaruma,8.2,-59.7833,297.54,92,36,1.32,GY,1691717414,24.390000000000043
523,rio branco,-9.9747,-67.81,301.49,74,0,1.54,BR,1691717414,28.340000000000032
524,old town,50.087,14.4202,289.18,72,0,4.12,CZ,1691717414,16.03000000000003
525,junction city,39.0286,-96.8314,304.07,56,0,3.6,US,1691717414,30.920000000000016
526,caazapa,-26.15,-56.4,296.29,72,54,2.58,PY,1691717415,23.140000000000043
527,kuchaman,27.15,74.85,299.99,71,8,6.17,IN,1691717415,26.840000000000032
528,freetown,8.484,-13.2299,297.99,88,75,2.06,SL,1691717415,24.840000000000032
529,ust-tsilma,65.441,52.1498,287.05,75,5,0.76,RU,1691717415,13.900000000000034
530,magadan,59.5667,150.8,294.56,66,0,1.56,RU,1691717416,21.410000000000025
531,kibre mengist,5.8833,38.9833,288.54,86,92,0.53,ET,1691717416,15.390000000000043
532,akureyri,65.6835,-18.0878,280.11,87,100,1.54,IS,1691717177,6.960000000000036
533,kuragino,53.8975,92.6725,292.6,55,99,3.15,RU,1691717416,19.450000000000045
534,safi,32.1667,-8.8333,301.85,37,78,2.14,MA,1691717417,28.700000000000045
535,soto la marina,23.7667,-98.2167,301.9,84,1,6.3,MX,1691717417,28.75
536,burley,42.5357,-113.7928,302.2,28,0,4.63,US,1691717417,29.05000000000001
537,sanga-sanga,5.0725,119.7853,301.76,69,92,4.14,PH,1691717417,28.610000000000014
538,emerald,-23.5333,148.1667,296.67,43,0,0.4,AU,1691717418,23.52000000000004
539,bodo,67.28,14.405,288.68,70,0,6.69,NO,1691717418,15.53000000000003
540,amasya,40.6667,35.8333,295.97,94,6,1.73,TR,1691717418,22.82000000000005
541,sathyamangalam,11.5167,77.25,299.43,79,100,0.47,IN,1691717418,26.28000000000003
542,baikonur,45.6167,63.3167,298.09,37,0,4.61,KZ,1691717418,24.939999999999998
543,huicungo,-7.2833,-76.8,297.0,73,17,1.14,PE,1691717419,23.850000000000023
544,banda aceh,5.5577,95.3222,300.37,79,88,3.18,ID,1691717158,27.220000000000027
545,rabo de peixe,37.8,-25.5833,295.88,83,75,4.12,PT,1691717419,22.730000000000018
546,ad dawadimi,24.5077,44.3924,302.79,16,0,3.58,SA,1691717419,29.640000000000043
547,brainerd,46.358,-94.2008,294.29,67,75,0.0,US,1691717420,21.140000000000043
548,quinte west,44.1834,-77.5662,292.26,87,20,2.57,CA,1691717420,19.110000000000014
549,grand falls-windsor,48.9332,-55.6649,288.43,95,100,1.09,CA,1691717420,15.28000000000003
550,bac lieu,9.285,105.7244,303.37,67,78,6.87,VN,1691717420,30.220000000000027
551,tshikapa,-6.4167,20.8,297.54,38,75,0.83,CD,1691717420,24.390000000000043
552,noosa heads,-26.3833,153.15,297.65,50,0,3.84,AU,1691717362,24.5
553,pathalgaon,22.5667,83.4667,298.39,78,100,1.84,IN,1691717421,25.24000000000001
554,alesund,62.4723,6.1549,286.35,88,100,4.12,NO,1691717421,13.200000000000045
555,sunne,59.8376,13.143,284.38,95,90,0.91,SE,1691717421,11.230000000000018
556,tete,-16.1564,33.5867,292.2,100,75,1.54,MZ,1691717421,19.05000000000001
557,eaton,42.6,-84.85,295.1,56,0,1.54,US,1691717422,21.950000000000045
558,albion,42.2431,-84.753,295.07,77,0,1.54,US,1691717422,21.920000000000016
559,kirakira,-10.4544,161.9205,298.41,83,100,6.39,SB,1691717359,25.260000000000048
560,ta`u,-14.2336,-169.5144,300.79,73,100,5.62,AS,1691717422,27.640000000000043
561,namtsy,62.7161,129.6658,296.23,50,99,5.28,RU,1691717423,23.08000000000004
562,bulford,51.1893,-1.7601,291.54,100,100,4.12,GB,1691717423,18.390000000000043
563,linxia chengguanzhen,35.6003,103.2064,290.94,89,100,2.06,CN,1691717423,17.79000000000002
564,bikenibeu village,1.3673,173.1241,303.13,79,40,2.57,KI,1691717423,29.980000000000018
565,princeville,45.7668,-61.2985,290.51,89,40,5.66,CA,1691717423,17.360000000000014
566,oliver,49.1831,-119.5524,302.1,26,8,2.57,CA,1691717424,28.950000000000045
567,phayakkhaphum phisai,15.5163,103.1937,301.44,63,100,6.93,TH,1691717424,28.29000000000002
568,luanco,43.6152,-5.7934,294.98,84,29,1.29,ES,1691717424,21.83000000000004
569,aliwal north,-30.6937,26.7114,281.09,49,0,1.84,ZA,1691717424,7.939999999999998
570,darwin,-12.4611,130.8418,301.98,41,0,7.2,AU,1691717215,28.83000000000004
571,selfoss,63.9331,-20.9971,286.51,86,60,4.18,IS,1691717425,13.360000000000014
